,value,description
33,22700,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
34,576900,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
35,4100,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
36,872200,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
37,25700,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
38,521700,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
39,22100,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
40,350600,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
41,3600,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
42,872200,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
43,25700,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
44,521700,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
45,22100,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
46,350600,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
47,3600,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
48,26200,"Undefined Confidence for Wales (geography), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
49,3800,"Undefined Confidence for Wales (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
50,19000,"Undefined Confidence for Wales (geography), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
51,3500,"Undefined Confidence for Wales (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
52,18100,"Undefined Confidence for Wales (geography), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
53,1400,"Undefined Confidence for Wales (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
54,24200,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
55,3600,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
56,17100,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
57,3300,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
58,17100,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
59,1400,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
60,22400,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
61,3700,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
62,17700,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
63,3400,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
64,13800,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
65,1400,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
66,20700,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
67,3500,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
68,16000,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
69,3300,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
70,13200,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
71,1400,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
72,23500,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
73,3600,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
74,16600,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
75,3300,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
76,16500,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
77,1400,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
78,23500,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
79,3600,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
80,16600,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
81,3300,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
82,16500,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
83,1400,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
84,20300,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
85,3500,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
86,15700,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
87,3200,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
88,12900,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
89,1300,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
90,20300,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
91,3500,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
92,15700,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
93,3200,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
94,12900,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
95,1300,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
