,value,description
39,43900,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
40,677200,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
41,11900,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
42,1645900,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
43,55800,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
44,968800,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
45,43900,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
46,677200,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
47,11900,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
48,44400,"Undefined Confidence for Scotland (geography), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
49,7100,"Undefined Confidence for Scotland (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
50,31700,"Undefined Confidence for Scotland (geography), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
51,6300,"Undefined Confidence for Scotland (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
52,31000,"Undefined Confidence for Scotland (geography), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
53,3300,"Undefined Confidence for Scotland (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
54,41500,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
55,6600,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
56,29100,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
57,5800,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
58,29600,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
59,3200,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
60,37900,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
61,6900,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
62,29500,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
63,6200,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
64,23800,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
65,3100,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
66,35600,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
67,6500,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
68,27300,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
69,5800,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
70,22800,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
71,3000,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
72,40400,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
73,6600,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
74,28400,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
75,5800,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
76,28800,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
77,3200,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
78,40400,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
79,6600,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
80,28400,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
81,5800,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
82,28800,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
83,3200,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
84,35000,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
85,6400,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
86,26800,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
87,5700,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
88,22400,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
89,3000,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
90,35000,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
91,6400,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
92,26800,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
93,5700,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
94,22400,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
95,3000,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
