,value,description
31,23300,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
32,574000,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
33,19700,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
34,566300,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
35,3600,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
36,840700,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
37,22100,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
38,507800,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
39,19200,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
40,332900,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
41,3000,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
42,840700,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
43,22100,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
44,507800,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
45,19200,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
46,332900,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
47,3000,"Undefined Value for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
48,24100,"Undefined Confidence for Wales (geography), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
49,3300,"Undefined Confidence for Wales (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
50,17500,"Undefined Confidence for Wales (geography), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
51,3000,"Undefined Confidence for Wales (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
52,16500,"Undefined Confidence for Wales (geography), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
53,1300,"Undefined Confidence for Wales (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
54,22200,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
55,3100,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
56,15700,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
57,2900,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
58,15700,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
59,1200,"Undefined Confidence for Wales (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
60,20400,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
61,3200,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
62,16100,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
63,3000,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
64,12500,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
65,1200,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
66,18800,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
67,3100,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
68,14600,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
69,2800,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
70,11900,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
71,1100,"Undefined Confidence for Wales (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
72,21400,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
73,3100,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
74,15200,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
75,2800,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
76,15100,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
77,1200,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
78,21400,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
79,3100,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
80,15200,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
81,2800,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
82,15100,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
83,1200,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
84,18400,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
85,3000,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
86,14300,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
87,2800,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
88,11600,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
89,1100,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
90,18400,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
91,3000,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
92,14300,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
93,2800,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
94,11600,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
95,1100,"Undefined Confidence for Wales (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
